uid,latitude,longitude,date,split
smwk,41.427688,-73.236089,2019-09-23,train
smwo,35.71515747,-79.14656605,2016-07-22,test
smww,35.67526206,-79.22066745,2020-03-11,train
smxp,38.26798,-95.246911,2015-10-12,train
smyo,37.4583,-120.967,2017-06-13,train
smyr,34.9552,-120.487,2018-09-24,train
smys,35.66520171,-79.23935346,2017-12-06,train
snbr,37.2616,-120.906,2019-01-17,train
snde,40.20872,-76.31598,2020-03-09,train
sndj,35.69501015,-79.1839875,2016-05-24,train
sndr,37.4363,-120.036,2021-08-10,train
snej,35.88849972,-78.985813,2019-08-22,train
sngh,43.056389,-86.646389,2016-03-27,train
snhf,38.1526,-121.501,2021-06-09,train
snhv,38.2833,-121.686,2019-07-30,train
snhz,39.12498,-95.41258,2018-07-24,test
snid,38.8121,-121.774,2016-11-16,test
snif,40.23162,-77.28141,2017-12-12,train
snjv,35.8622879,-78.77602679,2014-06-10,train
snkw,35.72431292,-79.12956079,2018-05-21,train
snle,37.9718,-121.374,2016-03-07,train
snmh,35.63124137,-79.30243111,2015-06-22,test
snmu,39.40763,-99.44667,2017-07-10,test
snnu,36.7025,-121.709,2018-11-30,test
snny,35.47745,-76.81692,2016-10-18,test
snox,36.7368,-121.734,2020-03-18,test
snoz,37.2141,-120.561,2017-11-07,train
snqk,43.8867,-76.7339,2018-04-11,train
snrc,35.88154303,-78.93013515,2016-06-07,test
snsb,35.65977231,-79.24943798,2020-11-19,train
snsp,44.847993,-93.476318,2013-03-15,train
snsr,39.21155,-97.00559,2015-07-20,train
sntf,39.845,-95.376,2015-06-29,test
snul,37.3609,-120.549,2020-05-13,train
snvb,38.0609,-121.209,2016-06-21,train
snvh,35.04,-79.11957514,2021-11-18,test
snvx,35.67669925,-79.21799802,2019-07-02,train
snwp,36.482,-79.042656,2014-07-14,test
snxx,35.44,-78.86426625,2019-06-19,train
snze,41.806875,-77.197492,2018-07-11,train
snzj,36.7723,-121.788,2020-12-29,test
snzo,37.2583,-120.475,2016-09-13,train
snzz,41.95,-82.686667,2018-04-07,train
soax,34.4384,-119.906,2020-09-23,train
sobn,41.895,-76.23833,2017-08-09,train
sobo,36.177,-79.05456957,2013-10-01,train
socd,45.0889,-96.46497,2017-07-26,train
socu,35.67614034,-79.21903613,2019-10-17,train
sofa,35.88710217,-78.97462772,2019-01-15,test
sofd,35.794,-79.01403378,2015-06-10,train
sofn,35.665734,-79.23836479,2017-08-21,train
sofx,37.2953,-120.85,2021-03-19,train
sofz,35.69578198,-79.18255392,2015-11-12,train
sohe,36.04,-79.08986537,2018-08-15,test
soig,34.9552,-120.487,2016-04-19,train
soij,34.446,-119.876,2020-12-10,test
soik,35.87368569,-78.867249,2020-02-03,train
soje,36.7254,-121.65,2019-05-15,train
sojn,35.7134009,-79.14982868,2016-09-15,train
sokc,35.64050328,-79.28522812,2021-10-12,train
sole,34.8839,-120.494,2013-06-24,train
solq,35.79,-79.0366745,2021-06-17,train
solv,36.9818,-120.221,2013-02-12,train
soog,37.2764,-120.954,2014-03-03,test
soos,35.98,-78.79243188,2018-06-27,test
soox,38.1602,-121.206,2018-04-10,train
soqm,38.41491853,-95.87225908,2019-08-19,train
sorx,37.1145,-120.89,2021-10-26,train
sosa,38.1156,-121.494,2015-04-21,test
sotm,40.443603,-79.438886,2015-09-23,train
soto,35.976,-78.76011884,2016-06-14,train
sotw,35.89269237,-79.01936886,2021-08-05,train
souo,37.4125,-120.759,2013-02-12,train
souq,41.5115,-73.4728,2015-06-04,train
souv,39.20109,-95.47732,2017-08-23,train
souw,47.275208,-91.262665,2016-04-18,test
sovf,36.9128,-121.744,2021-01-28,train
sowm,35.794,-79.01932321,2016-07-19,train
sowv,37.16459,-100.43542,2016-09-26,train
soxa,36.7368,-121.734,2020-04-28,train
soxl,39.12513,-95.14785,2016-08-30,test
soyt,35.79,-79.03247262,2020-03-11,test
sozo,35.435,-78.86153207,2014-07-23,train
spab,35.24,-83.07,2019-06-03,train
spaf,35.51,-79.09663782,2018-04-11,train
spar,37.2486,-120.851,2015-05-12,train
spax,44.76,-86.966667,2013-08-04,train
spdh,45.75,-83.916667,2018-08-05,test
spdk,35.07,-78.88539401,2018-06-06,train
spdp,36.538,-79.06445635,2014-07-17,train
speu,37.2953,-120.85,2015-08-11,test
spgp,37.8717,-121.526,2020-07-21,train
sphr,42.538333,-79.616667,2014-08-16,test
spid,37.5046,-122.249,2013-03-06,train
spim,39.03917524,-95.69083603,2016-07-11,test
spjc,46.69731,-88.08198,2017-06-27,train
spks,36.045,-79.09218877,2013-08-28,train
spkv,37.8717,-121.526,2017-08-22,train
splk,38.8121,-121.774,2018-08-21,train
spmf,41.343441,-73.124386,2018-08-27,train
spnm,39.4981,-84.98684167,2019-05-14,test
spno,35.976,-78.75117061,2015-11-16,test
spoj,35.70986115,-79.15640339,2016-07-27,train
spoo,38.889714,-80.490553,2014-07-24,train
spps,37.9792,-121.57,2016-06-21,test
spqf,35.98,-78.78472646,2017-12-14,test
spre,35.742,-79.21573273,2015-09-09,train
sprl,35.67041819,-79.22966442,2015-06-22,test
spsz,34.20618,-78.92640672,2014-06-03,train
sptk,35.0228,-120.586,2016-04-19,train
sptl,37.8717,-121.526,2017-07-18,train
spuw,37.7475,-97.26444,2014-09-15,test
spwi,37.1951,-120.561,2013-02-12,train
spwj,44.07944,-97.33929,2017-08-08,train
spwz,35.66568,-79.04868694,2015-09-23,train
spxp,35.69580859,-79.18250449,2015-10-12,train
spye,41.5461,-124.0725,2018-09-26,train
spyr,35.65543412,-79.2574957,2014-05-19,train
spzt,35.70717306,-79.16139622,2016-08-31,train
spzy,35.573,-78.93162652,2013-05-22,train
sqba,35.66602676,-79.23782101,2017-07-20,test
sqcj,37.6106,-121.229,2018-05-08,train
sqcp,41.992305,-78.929219,2016-06-08,test
sqed,39.6242,-122.197,2019-08-22,train
sqez,38.8768,-94.70286,2014-09-02,train
sqic,40.38266,-76.03593,2020-10-14,train
sqjd,41.42196,-75.264,2019-08-20,train
sqjx,39.90237,-75.1823,2017-08-17,train
sqlf,41.408881,-80.751385,2018-11-08,test
sqlp,38.25605667,-86.77640306,2020-07-13,test
sqmt,35.63762889,-79.29056698,2015-07-23,train
sqng,41.707665,-73.382964,2021-08-25,train
sqns,35.68524256,-79.20212974,2015-04-22,test
sqpe,35.48,-76.82,2018-08-01,train
sqph,39.75363,-78.6903,2020-09-14,train
sqps,35.66416373,-79.24128139,2018-08-09,test
sqrz,35.48,-79.05847485,2021-06-09,test
sqsi,35.71028698,-79.15561245,2016-06-22,train
sqsj,39.21067,-96.97298,2015-09-21,train
sqts,41.8126,-77.1972,2018-06-14,train
sqtw,35.63975807,-79.28661227,2017-10-18,test
sque,37.4125,-120.759,2016-07-12,test
sqvc,37.66,-120.875,2014-04-08,train
sqvu,36.9599,-121.535,2021-04-27,test
sqwj,47.63043,-101.173,2017-08-28,test
sqwy,36.02,-76.31,2021-09-30,train
sqxa,43.85124,-73.5951,2017-08-31,test
sqxb,35.65436,-79.01240912,2016-08-24,train
sqxj,35.6764331,-79.21849236,2019-08-22,train
sqxq,36.18,-79.05293825,2018-05-30,train
sqxv,41.697709,-73.28029,2019-07-30,test
sqym,35.794,-79.01492359,2015-07-23,train
sqys,43.596667,-78.801667,2019-04-25,train
srac,35.88992833,-78.99724685,2020-03-11,test
srag,38.0455,-121.469,2020-02-18,train
srdd,36.9003,-121.596,2017-12-13,test
srfr,35.88682266,-78.97239066,2018-11-07,train
srfz,32.6094,-116.474,2013-09-18,train
srhi,33.8011,-117.205,2018-01-09,train
srhk,42.14574,-72.51368,2017-08-01,test
srhs,36.9425,-121.445,2017-01-11,train
srif,39.09447,-96.90462,2014-06-30,train
srii,39.3992,-99.42481,2017-09-25,test
srio,48.558833,-86.381117,2019-05-03,train
sriq,38.37080661,-98.79520846,2013-08-26,test
sriy,36.6039,-119.467,2018-08-13,test
srji,36.6039,-119.467,2018-02-20,train
srjr,35.51,-79.09668725,2018-04-11,train
srlh,35.64800862,-79.27128776,2017-08-16,train
srlj,41.501567,-72.224735,2019-06-25,train
srmv,35.69320036,-79.18734901,2017-05-17,test
srmz,36.6902,-121.68,2018-12-05,test
sroj,37.5394,-121.122,2014-06-10,train
srot,36.00756,-78.96741943,2013-06-11,train
sroz,35.88353065,-78.94604311,2017-03-21,train
srqc,36.414449,-104.650005,2016-08-11,train
srrk,43.76838,-70.60856,2017-08-03,train
srsc,35.0164,-120.586,2017-04-24,train
srsg,35.79,-79.02827074,2019-01-15,train
srth,35.69847006,-79.1775611,2014-07-22,train
srtl,35.90123295,-79.08772337,2017-08-21,train
srty,40.650548,-80.382497,2017-08-14,train
sruy,35.87427577,-78.87197167,2020-06-10,test
srxi,44.736667,-86.721667,2017-08-06,train
sryu,35.86197733,-78.77354118,2014-05-05,test
srzc,41.512172,-73.476168,2015-07-14,train
srzd,35.90598462,-79.12575333,2020-01-09,test
ssbg,36.7605,-119.513,2016-02-17,test
ssbn,35.794,-79.00948586,2014-06-23,train
ssca,41.28985,-80.182,2020-09-21,train
sscc,39.7533,-121.971,2014-12-03,test
ssdc,35.7123097,-79.15185547,2016-05-11,test
ssdd,39.94058,-77.45566,2020-10-07,test
ssdy,35.98,-78.77229837,2017-04-20,test
ssft,41.80694,-77.19745,2020-09-08,train
ssfx,35.67190861,-79.22689612,2014-12-30,train
sshd,35.63701676,-79.29170396,2015-10-12,train
sshz,35.65987877,-79.24924024,2020-10-22,test
ssib,37.2639,-120.906,2019-12-18,train
ssif,35.60595,-78.99550692,2016-10-05,train
ssjo,34.21,-78.92292685,2018-06-25,train
ssjw,36.7254,-121.73,2013-03-27,test
sskl,35.68537564,-79.20188257,2015-03-24,train
sskp,35.68896862,-79.195209,2020-05-13,train
sskt,35.86607681,-78.80635134,2015-12-07,train
sskz,41.5161,-123.9992,2018-10-24,train
sslr,35.66791641,-79.23431121,2016-08-10,test
ssmk,37.2953,-120.85,2020-05-12,train
ssng,35.70863687,-79.15867735,2021-07-13,test
ssqv,38.99841,-95.747367,2018-06-25,test
sssj,38.8121,-121.774,2014-06-17,train
sssq,35.66852854,-79.23317423,2016-05-24,train
sstq,35.6467045,-79.27371002,2018-07-11,train
ssuc,35.5621,-119.151,2019-04-04,train
ssuv,34.94,-79.10355856,2021-07-14,train
ssuw,35.794,-79.00973303,2014-06-23,test
ssve,37.4363,-120.036,2018-03-02,train
ssvp,35.89505268,-79.03825956,2015-05-20,test
ssvx,36.42,-79.07617218,2019-05-09,train
sswf,35.88045604,-78.92143548,2015-10-12,train
sswk,39.400181,-99.45699,2018-06-25,test
ssxk,36.8686,-120.182,2017-11-07,train
ssya,35.89247497,-79.01762892,2021-07-12,train
sszm,36.13,-79.11107251,2020-06-23,train
stbl,36.8905,-121.801,2014-02-28,train
stbp,35.794,-79.01284737,2015-04-22,test
stbr,35.28,-79.04458393,2021-05-18,train
stci,43.443333,-77.438333,2015-08-15,train
sten,35.68508288,-79.20242635,2015-05-06,train
steu,35.65939971,-79.25013005,2021-04-28,test
stgb,38.51586531,-95.73903003,2018-08-27,train
stgc,44.88032,-99.74593,2017-07-07,train
stgg,45.26693,-92.53087,2017-08-29,train
sthz,45.33344,-69.26659,2017-07-20,train
stil,35.89710241,-79.05466464,2015-12-07,train
stjp,35.90660575,-79.13072457,2020-03-11,train
stln,37.9893,-121.463,2015-06-16,train
stmj,35.57,-78.94430317,2018-08-28,train
stmr,38.37080661,-98.79520846,2015-08-31,train
stmz,40.77949407,-85.63747222,2020-08-17,test
stnc,35.87731932,-78.89633074,2020-08-13,test
stnd,41.49718,-86.7819,2017-07-25,train
stny,35.7202941,-79.13702531,2019-09-30,train
stqn,35.61,-78.95026866,2018-05-01,train
stsp,35.65708423,-79.2544308,2013-06-27,test
stuh,35.63741598,-79.29096245,2015-08-06,train
stui,35.66139581,-79.24642251,2020-01-09,test
stum,35.89272343,-79.01961742,2021-08-05,train
stvw,36.79869,-107.60926,2017-10-18,train
stvy,37.29245,-77.89349,2017-07-19,test
stwg,35.68468366,-79.20316785,2015-06-10,test
stwk,35.976,-78.73725114,2014-12-10,test
stww,37.4363,-120.036,2019-06-11,train
stwy,41.45032,-71.51382,2017-08-10,train
stxd,35.95,-79.24,2018-05-02,train
suag,41.006794,-81.003795,2019-07-09,train
sucw,37.6003,-121.224,2013-05-14,train
sucy,35.2469,-120.682,2019-05-21,train
sudu,48.15395,-117.3185,2017-08-01,train
suet,35.69099134,-79.19145202,2018-12-06,train
sufa,44.96412,-116.463,2017-07-13,test
sufk,35.86284692,-78.78050091,2014-07-22,test
sufl,38.3677,-121.521,2016-03-07,train
suge,35.79,-79.02965489,2019-07-02,train
suhb,35.71108542,-79.15412943,2016-10-05,train
suhh,34.16,-79.12175023,2014-07-30,test
suhj,35.72194421,-79.1339604,2018-08-27,train
suhm,38.31806,-96.99139,2021-06-21,test
suir,48.95316,-114.3227,2017-08-09,test
sukl,35.98,-78.82499348,2020-07-22,train
sukx,35.67347887,-79.22397952,2021-05-24,train
sulb,41.50357,-111.02256,2021-07-27,test
sumz,35.47745,-76.81692,2016-04-11,train
sunj,38.1156,-121.494,2019-12-02,train
suqu,34.85,-78.83,2020-02-19,test
sury,39.006878,-80.472104,2018-07-24,train
susb,35.62927188,-79.30608922,2014-12-30,test
susz,35.3575,-120.812,2018-09-25,test
suuj,35.65184114,-79.26416928,2015-09-24,test
suvk,38.76881669,-75.19656666,2018-10-10,train
suwa,35.66344514,-79.2426161,2019-02-19,train
suwr,40.963713,-80.382296,2019-11-06,train
suxi,35.65210728,-79.26367494,2015-08-24,test
suxq,38.51613412,-95.70697032,2017-10-16,test
suzl,37.6106,-121.229,2016-08-09,train
suzm,35.91213384,-79.17496858,2013-10-17,train
svbo,35.68649345,-79.19980635,2021-11-08,train
svbt,39.09447,-96.90462,2017-08-21,test
svci,35.88902768,-78.99003856,2019-10-17,test
svcn,35.98,-78.8274791,2020-09-16,test
svdn,38.76050002,-75.20283333,2019-05-22,test
svdu,41.70986917,-85.0363,2017-06-19,test
sved,39.1873,-121.908,2015-05-13,test
svel,37.4368,-121.133,2014-12-04,train
svfh,33.8365333,-95.6393,2018-08-29,train
svfs,36.16,-79.10044423,2020-09-28,test
svfv,35.89110848,-79.0066922,2020-09-24,train
svge,35.65436,-79.00992351,2016-07-13,train
svgn,36.42,-79.07691369,2019-08-28,train
svhf,35.90207148,-79.09443454,2018-04-11,train
svhq,35.62663703,-79.31098318,2015-12-07,train
svhr,35.6343819,-79.29659791,2015-06-22,train
svim,35.794,-79.0158134,2015-08-24,train
svky,46.7324,-96.07605,2017-09-07,train
svlu,42.125377,-80.146491,2018-08-29,train
svme,35.63259872,-79.29990998,2016-05-24,test
svnn,35.036,-79.11784496,2021-04-20,train
svoa,35.51,-79.04082695,2021-05-11,train
svol,34.73475,-77.44025,2015-10-15,train
svpp,36.045,-79.09159556,2013-06-27,train
svqn,35.68836,-78.69474707,2016-08-10,train
svrc,45.24231,-88.53212,2017-08-23,test
svrj,35.381115,-104.229171,2015-05-25,test
svtb,35.976,-78.71289208,2013-05-14,train
svte,39.3092,-121.595,2013-11-20,train
svtt,41.37989,-75.31613,2020-08-17,train
svtu,36.16,-79.10049366,2020-09-28,test
svty,35.63648446,-79.29269264,2016-05-09,test
svue,41.408881,-80.751385,2018-09-06,train
svut,40.962214,-81.113885,2019-08-16,train
svvm,37.16459,-100.43542,2015-06-15,test
svwf,37.4312,-120.995,2013-12-10,test
svxy,35.44,-78.87594866,2019-08-14,train
svzl,37.74668,-97.77936,2020-06-29,test
svzm,35.63054939,-79.30371639,2015-08-24,train
swau,35.44,-78.87321448,2019-06-19,train
swaz,37.8817,-121.249,2016-07-19,test
swba,36.03,-78.69251001,2020-12-09,train
swbt,39.3092,-121.595,2018-04-18,test
swcg,41.588742,-78.526803,2014-05-07,train
swdg,35.79,-79.02505754,2018-02-21,train
swdl,37.61429993,-97.62981051,2018-07-30,train
swhf,35.88837549,-78.98481876,2019-08-22,train
swhj,36.8739,-121.745,2018-03-02,train
swhx,35.68274078,-79.20677653,2016-05-09,test
swhy,41.819467,-72.423353,2021-11-04,train
swim,39.077955,-96.88081,2019-07-15,test
swit,35.62671687,-79.31083487,2015-12-07,train
swjn,39.1853,-121.704,2015-06-17,test
swjx,34.2127,-78.91696137,2013-05-13,train
swkf,41.806875,-77.197492,2018-10-16,train
swkx,37.2953,-120.85,2018-10-09,train
swmk,36.74713,-105.49796,2017-10-03,train
swna,39.077955,-96.88081,2019-07-22,train
swnd,35.90756851,-79.13842999,2020-09-24,train
swnk,37.4555,-120.722,2015-05-12,test
swnl,36.9044,-121.75,2019-09-18,test
swnu,39.01195,-95.61955,2019-08-19,test
swrs,38.2399,-121.565,2015-04-23,train
swum,40.997554,-81.076051,2017-06-27,test
swuw,35.98,-78.79516606,2018-08-16,test
swvk,36.20983,-76.72677,2016-01-26,train
swwm,35.6849498,-79.20267352,2015-05-20,train
swxm,35.66395082,-79.24167686,2018-10-18,train
swxt,35.67944056,-79.21290633,2017-12-06,train
swzj,40.82201,-77.46996,2018-08-02,train
sxad,35.90744428,-79.13743574,2020-08-13,train
sxan,36.3559,-119.279,2016-02-10,test
sxdn,34.6721,-120.492,2020-03-18,train
sxdy,35.98,-78.84214425,2021-11-18,train
sxeb,35.06,-79.11720231,2020-12-09,test
sxes,37.5582,-121.164,2016-08-09,test
sxfm,35.69759178,-79.17919242,2015-02-11,test
sxfu,34.9414,-120.573,2016-12-15,train
sxgf,41.5777,-71.7909,2019-08-01,train
sxhf,36.11,-78.90254478,2018-05-21,train
sxhz,35.60595,-78.98879575,2016-05-25,train
sxib,37.1145,-120.89,2014-12-04,train
sxik,35.5621,-119.151,2016-03-16,train
sxiw,42.10683,-71.13425,2017-07-26,test
sxkc,39.267492,-79.997219,2019-08-21,train
sxkh,35.79,-79.02253641,2017-05-17,train
sxko,35.88340643,-78.94504886,2017-03-21,train
sxlr,35.67677909,-79.21784972,2019-07-02,test
sxlv,37.6003,-121.224,2018-02-13,train
sxnc,35.62807422,-79.30831375,2015-06-10,train
sxnf,38.31806,-96.99139,2019-04-29,train
sxpp,36.5,-79.06742238,2019-09-19,train
sxpy,35.48,-76.82,2021-06-17,train
sxpz,35.86036238,-78.76061596,2013-07-10,train
sxqb,35.72141192,-79.13494908,2013-09-16,train
sxrr,35.87815785,-78.90304191,2015-03-24,test
sxrs,43.466667,-82.0,2016-08-09,train
sxrx,36.54,-79.06470352,2019-05-28,test
sxsg,41.02672,-77.6482,2020-09-16,train
sxtl,35.47727,-78.88912244,2016-07-29,train
sxuf,35.51,-79.09416612,2018-04-11,train
sxxb,36.055,-78.763,2013-02-27,train
sxyi,35.69674011,-79.1807743,2015-07-07,train
sxyv,35.71292184,-79.15071849,2021-06-15,train
syaa,35.79,-79.03286809,2020-05-18,test
sybn,47.513817,-87.545117,2018-05-15,test
sybx,38.76050002,-75.20283333,2017-07-26,test
sycm,35.88676055,-78.97189354,2018-11-07,train
sydv,41.90588,-76.16548,2017-08-10,train
syft,37.2486,-120.851,2020-10-13,train
sygh,38.1602,-121.206,2020-05-20,train
sygr,35.04,-79.12076156,2019-06-25,train
sygs,35.70163721,-79.17167847,2013-01-29,train
sygz,35.706694,-79.16228603,2016-10-05,test
syhw,35.9033448,-79.10462557,2018-11-07,train
syic,37.8817,-121.249,2016-01-06,train
syip,37.7475,-97.26444,2015-08-31,train
syjg,34.4384,-119.906,2013-05-29,train
syjt,35.742,-79.20305607,2015-05-06,test
sykq,37.4271,-120.674,2013-10-15,train
sykw,35.86039344,-78.76086452,2013-07-10,test
sylg,35.57,-78.94032618,2018-06-11,train
symv,35.98,-78.7981488,2018-11-30,train
syor,36.21,-76.73,2020-09-24,test
syow,37.98084,-81.07172,2017-09-13,train
syoy,26.42267,-81.49335,2017-06-15,train
sypk,38.2408,-121.152,2016-03-07,train
syte,40.11487,-75.85933,2021-07-21,train
syth,38.41404028,-86.6678775,2021-08-16,test
sytm,46.4318,-124.0352,2017-07-05,test
syud,35.28,-79.04502883,2021-07-21,test
syuk,35.68739835,-79.1981256,2021-05-24,train
syxd,39.16522,-96.91105,2014-07-07,train
syxe,35.66576062,-79.23831535,2017-08-16,train
syxj,35.60595,-78.99476123,2016-09-15,test
syyc,34.9576,-120.631,2018-09-24,test
syyf,35.85753623,-78.73799683,2014-07-15,train
syyq,38.76050002,-75.20283333,2018-08-08,train
szaf,40.412,-76.08862,2020-10-28,train
szaw,35.68225,-79.07802,2015-07-23,train
szbj,35.976,-78.71090359,2013-04-24,train
szdw,41.5036,-72.4071,2018-09-13,train
szef,38.52870334,-75.48096333,2020-08-06,train
szei,35.72,-78.72010038,2017-06-28,test
szem,37.0062,-120.6,2020-10-13,test
szhs,39.16522,-96.91105,2015-08-03,test
szip,39.7533,-121.971,2019-06-19,train
szjq,35.61,-78.99848966,2021-06-15,train
szju,41.5161,-123.9992,2018-09-25,train
szkj,35.69264145,-79.18838712,2017-10-18,train
szkn,39.02235564,-86.48165556,2016-05-16,train
szlb,35.677338,-79.21681161,2019-04-10,test
szlq,35.79,-79.02199264,2017-03-21,train
szlw,39.89589,-98.04562,2019-07-08,test
szmf,39.6375,-95.457,2018-07-02,test
szmp,38.9725,-94.67293,2016-10-03,test
szow,47.343917,-85.620633,2013-04-13,test
szpb,40.82113,-77.47226,2018-10-18,train
szpx,35.88747485,-78.97761046,2019-04-10,test
szqh,38.84318,-94.84443,2014-08-18,train
szqi,35.5,-79.09564914,2017-05-18,test
szqk,45.75,-83.916667,2014-08-10,train
szqz,35.68225,-79.07802,2015-10-12,train
szrh,40.3777,-120.395,2016-06-15,train
szsx,37.9674,-121.464,2021-03-16,train
szum,39.70337,-78.65291,2017-08-29,train
szus,35.66669213,-79.23658517,2017-03-21,train
szuw,41.512172,-73.476168,2017-08-03,test
szva,37.4583,-120.967,2020-05-12,train
szwh,41.798303,-72.428591,2019-08-13,train
szxi,35.69854991,-79.1774128,2014-07-16,train
tabi,40.72010333,-85.1058325,2020-05-18,train
taca,41.707665,-73.382964,2015-07-14,train
tadh,35.794,-79.01739528,2016-01-27,test
tads,35.68225,-79.07802,2014-12-30,train
tael,35.794,-79.02055905,2016-11-21,train
tafk,37.8189,-121.358,2015-12-08,train
tago,35.91210278,-79.17472002,2013-10-17,train
tagv,37.46131,-78.18866,2017-06-21,train
taiu,36.21,-76.73,2020-08-18,test
takc,48.5905,-86.3385,2016-08-24,train
takk,36.3169,-119.225,2018-06-21,train
takv,41.840964,-79.009164,2015-10-15,train
taky,38.86469213,-96.18762946,2018-10-01,train
tali,35.9024131,-79.09716872,2018-06-13,test
talw,37.16459,-100.43542,2014-07-07,train
tanb,37.0062,-120.6,2019-07-09,train
tanz,36.54,-79.06519786,2019-07-11,test
taor,35.63286487,-79.29941564,2016-04-06,train
taoy,37.8817,-121.249,2021-03-16,test
tapl,38.3677,-121.521,2017-04-25,train
taqb,38.77018331,-75.16241666,2018-09-12,train
tarb,35.86797126,-78.82151361,2016-10-18,test
taro,36.7368,-121.734,2014-02-28,test
tash,35.6760605,-79.21918444,2019-10-17,train
tasp,35.55,-79.02,2018-06-11,test
tatc,33.4742,-117.138,2014-05-14,train
tatg,39.74693889,-87.07598056,2017-05-16,train
tatu,35.68614746,-79.20044899,2015-11-12,train
tauq,33.3981,-117.263,2019-03-04,train
tavg,35.62796776,-79.30851148,2015-06-22,test
tavi,35.66775672,-79.23460781,2016-09-20,train
tavl,35.69985403,-79.17499054,2013-09-18,train
tavu,35.90610885,-79.12674758,2020-01-09,test
tavv,38.86469213,-96.18762946,2018-08-06,train
taxg,45.75,-83.916667,2013-08-06,train
tayi,35.67464992,-79.22180443,2020-07-15,train
tazf,35.64079604,-79.28468434,2021-08-05,train
tazh,35.63353023,-79.2981798,2015-09-24,test
tbaf,37.4806,-121.031,2020-06-09,train
tbbh,37.8189,-121.358,2016-01-06,train
tbbx,37.1145,-120.89,2014-06-10,test
tbdp,39.21067,-96.97298,2014-09-02,train
tbem,36.06,-78.76,2019-02-26,train
tbeq,37.3204,-120.983,2017-09-12,test
tbeu,35.63603201,-79.29353301,2016-06-07,train
tbff,35.68225,-79.07802,2016-06-21,train
tbfk,41.697709,-73.28029,2017-07-27,train
tbfn,39.4159,-99.43133,2017-09-25,train
tbfr,36.9818,-120.221,2017-05-09,train
tbgq,41.33056393,-85.38360833,2017-06-19,train
tbhd,35.92,-76.23,2018-08-08,test
tbhe,35.6539437,-79.260264,2014-11-25,train
tbht,35.51,-79.09466046,2018-07-19,train
tbis,35.93,-78.84438131,2017-08-04,test
tbjn,37.2486,-120.851,2014-08-12,train
tbjv,35.69705948,-79.18018109,2015-06-22,test
tbkc,41.33056393,-85.38360833,2016-07-18,train
tbkg,35.742,-79.2224439,2016-01-27,train
tbll,37.7705,-121.292,2015-04-21,test
tblo,44.09,-86.766667,2019-04-04,train
tbma,35.87334407,-78.86451482,2019-11-14,test
tbme,39.21067,-96.97298,2017-08-14,train
tbmg,40.4189,-122.214,2018-02-21,train
tbmj,42.253333,-81.106667,2016-04-06,train
tbnp,48.70292,-122.4533,2017-09-05,train
tbnv,35.79,-79.02614508,2018-06-13,test
tbnx,35.66568,-79.04759939,2015-06-26,train
tbny,39.21067,-96.97298,2016-10-03,test
tbpd,35.029745,-104.687738,2019-08-07,train
tbpu,37.2583,-120.475,2020-07-15,train
tbrg,38.5901,-121.731,2013-07-18,train
tbry,35.67140293,-79.22783537,2015-03-24,train
tbsv,33.1303,-117.192,2015-01-08,train
tbtf,36.13,-79.11196232,2020-08-18,train
tbtu,34.9576,-120.631,2013-03-26,train
tbub,37.4125,-120.759,2020-03-10,test
tbwj,34.6439,-120.43,2020-04-22,test
tbwr,35.68087776,-79.2102369,2017-03-21,train
tbwt,35.85939963,-78.75291054,2013-04-23,train
tbwz,37.515,-121.012,2015-04-14,train
tbyq,36.313,-79.11487892,2020-02-26,train
tcbj,39.1766,-122.189,2015-01-21,train
tcbl,35.64891352,-79.26960701,2017-02-14,train
tcbw,35.90912134,-79.15085808,2021-07-12,test
tcca,36.5,-79.06677974,2019-07-11,train
tcct,35.71302829,-79.15052076,2021-06-15,train
tcdb,48.5905,-86.3385,2016-04-18,train
tcdx,40.70249154,-85.935575,2019-06-17,test
tcee,35.91387301,-79.18888805,2014-07-22,train
tceh,35.98,-78.82897047,2020-10-13,test
tceo,37.882,-122.307,2014-03-29,test
tcev,39.09447,-96.90462,2014-06-02,test
tcfc,38.9353,-121.408,2015-04-22,test
tcgm,47.330588,-84.869267,2016-08-22,train
tchv,35.87688453,-78.89285087,2021-11-08,train
tchx,35.6787752,-79.21414218,2018-05-09,train
tcjv,35.90011491,-79.07877514,2017-04-18,train
tckv,44.1,-82.116667,2013-03-30,train
tckw,35.79,-79.02466207,2018-01-10,train
tclt,34.6766,-120.553,2018-01-10,train
tcnf,35.68055838,-79.21083011,2017-05-17,test
tcof,35.62476,-78.71438345,2016-08-24,train
tcov,35.66794302,-79.23426177,2016-07-19,train
tcoy,43.6,-86.916667,2016-03-27,test
tcph,35.976,-78.75141917,2015-11-16,train
tcqu,35.66607999,-79.23772215,2017-07-20,test
tcsr,44.05364,-95.376,2017-08-30,test
tcss,37.4312,-120.995,2014-07-08,train
tcuj,38.3068,-121.693,2020-11-18,train
tcur,37.21441,-78.62347,2017-07-18,train
tcvw,36.04,-79.089025,2018-09-11,test
tcwl,26.38943,-80.11494,2017-09-06,train
tcxc,35.88881029,-78.98829862,2019-09-14,train
tcxl,35.742,-79.23710905,2016-10-18,test
tcyd,35.71350736,-79.14963095,2016-08-31,train
tcyq,35.794,-79.02085566,2016-12-13,test
tdbm,42.733333,-87.416667,2014-04-17,test
tdcr,34.9414,-120.573,2019-01-17,test
