uid,region,severity,abundance
uqqu,northeast,2,55.25
uqrr,northeast,3,344.8
uqso,south,1,0.968
uqsr,west,4,3700.0
uqsu,south,1,4.383
uqtf,northeast,3,530.8
uqtj,south,1,0.145
uquc,south,2,92.22
uqug,south,2,32.434
uqwb,west,4,3090.1835
uqwt,midwest,1,0.544768184
uqxg,northeast,4,6209.767
uqxs,south,1,0.218
urbi,west,4,1289.75
urbn,midwest,1,2.099
urca,south,3,864.105
urdo,south,1,6.374
urdr,south,1,0.189
uriw,west,4,5082.5
urkd,south,1,1.565
urkv,south,4,1606.947
urlk,west,4,3203.0
urmk,south,1,0.358
urml,northeast,2,62.0
urpb,south,1,3.112
urty,south,1,5.586
urvc,south,1,0.190422222
urvm,west,4,3546.0935
urxk,south,1,9.44
uryk,south,1,13.555
urzo,midwest,1,7.274902534
urzq,midwest,4,1171.8
uscr,west,4,5067.5
usfy,west,3,925.9135
usgz,south,3,241.052
usjh,south,1,17.427
uskp,south,2,28.682
usmv,south,2,49.377
usnm,west,4,2832.92
uspi,south,1,0.089
usqh,south,1,3.389
usrh,midwest,3,261.223
ussy,south,3,460.856
ustf,midwest,2,66.13747863
ustk,west,3,103.973
ustx,south,1,1.525
usuc,south,1,13.071
usui,south,2,33.971
usur,south,1,0.908
uswe,south,1,7.922
usxf,south,1,0.125
usyi,west,4,4400.0
utbh,west,3,953.375
utbj,northeast,3,127.333
utck,south,2,23.537
utfo,northeast,2,50.56375011
uths,south,3,101.95
utic,midwest,3,383.985
utjy,west,4,6882.5
utmu,south,2,39.212
utnn,west,4,3715.4315
utpk,west,3,577.325
utsm,northeast,4,1021.533
uttk,south,1,7.263
utun,midwest,1,0.220559468
utwr,south,1,9.361
utxn,west,4,4540.0
utxs,midwest,1,0.768348877
utzj,south,1,9.544
utzk,midwest,1,0.543
uubk,west,3,905.072
uuby,south,1,3.42
uuce,west,4,6412.5
uudu,west,4,3477.707
uufd,west,4,5125.496
uufg,south,2,35.799
uufr,south,1,2.541
uuio,west,4,4377.5
uukl,west,4,3158.57
uulq,northeast,2,24.41192661
uumt,south,3,153.397
uuoj,south,1,1.815
uupc,south,3,109.44
uuph,south,1,0.659
uupj,midwest,2,71.85575397
uupz,northeast,1,0.0
uuqy,south,2,95.058
uusk,south,1,1.452
uusw,west,4,2061.1295
uutm,midwest,1,0.159
uuts,south,1,0.598
uuud,west,4,4652.5
uuva,south,2,44.85
uvat,west,4,1719.197
uvcn,south,2,31.305
uvdi,south,1,3.086
uvdk,midwest,1,3.211548028
uvdr,south,2,20.332
uvek,south,3,135.546
uvey,south,1,1.271
uvfd,south,1,2.178
uvfx,south,3,167.98
uvgd,south,2,21.566
uvgr,west,4,6777.5
uvhq,midwest,1,6.441839157
uvig,south,1,0.98
uvku,west,4,6707.5
uvmo,midwest,2,56.762
uvmp,west,4,1527.0635
uvnq,northeast,3,156.6864
uvon,south,1,3.485
uvps,south,3,175.543
uvrn,south,1,0.323
uvso,northeast,1,18.69813348
uvsu,south,1,14.315
uvts,midwest,3,224.336
uvuc,south,3,183.568
uvxc,south,1,1.125
uvyg,west,4,1286.75
uvyn,south,3,169.432
uvyp,northeast,3,610.467
uvyt,west,4,1694.67325
uvyx,midwest,3,192.01325
uvzj,south,1,0.363
uwbo,south,2,28.61
uwcb,south,1,13.7
uwea,west,4,5730.0
uwek,south,1,10.166
uwka,northeast,5,24666.667
uwkz,south,1,9.44
uwlo,west,4,4607.7125
uwoa,south,1,12.635
uwok,south,1,2.822
uwom,west,4,3975.0
uwpj,west,4,2614.7345
uwpz,midwest,1,0.384861552
uwqq,south,1,3.05
uwrz,south,1,0.218
uwvu,south,1,10.892
uwwa,west,3,204.231
uwxg,midwest,2,66.78
uxba,south,2,23.721
uxcc,midwest,1,18.27
uxdg,midwest,1,0.5
uxdn,west,4,3945.0
uxen,midwest,1,1.323
uxes,midwest,1,0.766255932
uxfn,west,4,3532.5
uxfv,south,2,87.213
uxfy,south,1,0.835
uxfz,midwest,3,494.251
uxgw,northeast,3,461.867
uxhg,midwest,1,1.231281159
uxhx,south,2,32.531
uxib,west,4,4297.5
uxik,west,4,2523.5525
uxjx,south,1,13.324
uxkh,south,1,2.259
uxkv,northeast,3,149.3154
uxmj,west,4,5737.5
uxnj,south,2,27.697
uxpd,south,3,100.415
uxpw,south,1,0.799
uxte,northeast,3,227.448
uxub,south,2,54.46
uxup,south,1,15.685
uxuq,south,1,19.364
uxvm,south,3,123.444
uyae,south,1,13.007
uyau,midwest,2,58.59
uyax,south,2,57.654
uybd,midwest,2,33.724
uycd,south,1,3.34
uydt,south,2,47.198
uyec,midwest,3,137.34
uyem,south,2,20.332
uyfm,south,1,1.743
uygj,midwest,4,2746.8
uyha,midwest,1,1.278615441
uyhm,south,3,349.56
uyhn,south,1,2.069
uyjz,south,2,35.688
uykx,south,1,6.455
uylu,midwest,1,3.465
uyme,midwest,4,1323.9
uyom,south,3,117.473
uyor,west,4,4731.75
uyrk,west,4,1753.426663
uyro,south,1,10.166
uyrq,south,2,94.398
uyrw,south,1,9.682
uysz,west,1,0.38
uyta,south,1,3.013
uyuk,west,4,6912.5
uyve,west,4,1816.892
uyxf,south,2,88.952
uyxw,west,4,4477.5
uyyb,northeast,1,0.320425
uyyg,south,2,94.64
uyyi,northeast,1,0.501111111
uyzc,south,3,353.267
uzbk,south,1,0.939
uzcc,south,1,1.367
uzcm,south,2,22.008
uzcu,west,4,4900.0
uzdq,northeast,2,26.8
uzdy,west,4,6580.0
uzfd,south,2,35.042
uzfj,west,4,2967.5
uzfv,south,1,2.504
uzgl,west,4,4457.5
uzhl,south,2,83.506
uzid,south,1,0.323
uzif,midwest,1,0.856776693
uzjd,south,1,0.944
uzje,south,2,43.568
uzjk,south,2,57.801
uzkr,south,1,7.612
uzkv,south,2,38.727
uzla,south,1,2.905
uzml,south,1,19.087
uzpa,west,3,403.571
uzpv,west,3,182.06
uzpw,west,2,65.1
uzqx,west,4,1066.553329
uzvs,west,4,1194.9005
uzys,south,1,1.367
uzzl,northeast,2,69.1625
vaai,south,1,0.313
vabo,south,1,0.968
vabz,south,2,37.891
vacg,south,1,15.491
vafg,south,1,2.36775
vafv,south,3,101.659
vagg,south,2,78.745
vago,south,3,306.794
vahp,midwest,1,2.793432192
vahs,west,4,1404.0
vaid,west,4,6915.0
vail,south,1,2.99
vajj,south,1,0.508
valn,south,1,11.618
vapz,northeast,2,61.99515385
vasl,south,2,25.726
vaxa,midwest,3,590.94
vazr,south,2,23.963
vazu,south,1,0.313
vbba,south,3,529.718
vbbk,west,4,6835.0
vbcr,west,2,31.8
vbdm,south,3,431.327
vbeh,northeast,1,1.1275
vbeu,south,1,5.465
vbfe,south,1,2.905
vbfo,midwest,1,6.93
vbfu,west,4,5260.0
vbfw,south,2,66.079
vbhq,midwest,3,175.455
vbih,west,4,1211.183
vbil,west,2,37.699125
vbkf,midwest,3,492.975
vblk,northeast,2,31.3794
vblu,northeast,3,538.0
vbmc,south,2,94.41000366
vbmh,west,3,239.17355
vbms,west,4,5864.7215
vbmz,south,1,0.01
vbne,midwest,2,39.357
vbnl,south,2,49.377
vbns,west,3,452.4185
vboh,west,1,2.138957447
vbpb,south,1,4.841
vbpc,midwest,2,27.491
vbpw,midwest,1,0.364779834
vbrl,midwest,3,116.499
vbsv,west,3,353.2799995
vbsz,northeast,2,68.8
vbuh,south,2,46.176
vbvq,midwest,5,195930.0
vbwr,midwest,3,414.54
vbxp,south,1,5.083
vbxw,south,1,0.472
vbyu,south,2,43.568
vbza,midwest,3,466.748
vcbi,west,2,21.343
vcbk,west,3,953.9195
vcbx,south,2,74.55
vccy,south,1,9.488
vcdt,south,2,26.971
vcex,midwest,2,26.913
vcgd,northeast,3,227.448
vcgs,west,4,4604.456
vchl,west,4,5205.0
vchr,south,1,0.67
vcjb,northeast,2,66.267
vcks,south,1,2.42
vckz,south,2,26.141
vcle,south,2,47.199
vcmw,west,3,615.2435
vcmx,midwest,1,15.435
vcne,south,1,1.315
vcpe,south,1,5.474
vcqe,west,4,4980.0
vcqk,south,3,216.874
vcrr,south,1,2.541
vcuz,south,2,60.996
vcwq,west,4,6955.0
vcxj,midwest,4,1266.3
vdbb,west,4,5647.5
vdcz,northeast,1,2.867
vddh,west,4,2689.5
vdeb,south,1,17.427
vdfb,south,1,8.531
vdhu,south,2,70.6
vdij,west,4,4344.5
vdil,west,4,2148.979995
vdkj,south,1,13.071
vdmd,west,4,5648.75
vdml,south,3,726.623
vdna,south,1,0.782
vdnx,west,4,2500.757
vdox,south,3,726.719
vdpk,south,3,130.463
vdpw,south,1,3.527
vdqk,west,4,5702.5
vdsh,west,4,4067.5
vdsn,south,2,26.141
vdtv,south,1,14.523
vdvw,northeast,1,18.57622159
vdxs,south,1,4.128
vdxy,south,1,10.892
vdya,west,4,7995.0
vdyn,south,1,9.831
veae,west,4,2119.7465
veco,south,1,2.991
vedi,south,1,1.452
vedz,west,4,2271.946665
vefu,south,1,1.743
vegf,west,4,2497.5005
vegg,south,3,853.455
vegp,south,1,0.726
vehc,south,1,8.714
veiy,south,3,148.495
vejz,south,3,462.539
vemb,northeast,1,11.3724
veno,midwest,1,1.517114286
veor,south,1,0.641
veph,south,3,214.937
veqq,west,4,2391.5
verq,south,1,14.124
vesp,south,1,19.19000006
veuv,midwest,1,0.143567873
veva,south,3,186.33
veyl,south,1,0.173461539
vezl,northeast,2,33.7
vfaj,south,2,27.956
vfbq,west,5,21107.59654
vfcg,south,1,16.136
vfct,south,1,0.569
vfen,northeast,2,72.75691176
vfgn,west,4,4265.0
vfhj,midwest,1,0.356936823
vfjt,midwest,3,151.83
vfkh,south,1,1.452
vfnc,south,3,297.981
vfnt,south,1,15.249
vfps,midwest,1,8.396
vfrb,west,4,5032.5
vfrk,northeast,1,0.32919708
vfrw,midwest,1,0.305021924
vfry,south,3,526.45
vfsb,west,4,1401.75
vfsy,south,1,1.67
vfth,northeast,1,5.733
vftu,south,1,14.401
vfty,south,1,3.2
vfvd,midwest,3,145.53
vfvo,south,3,594.708
vfwn,south,1,0.617
vfxw,west,4,1728.38863
vfyc,west,4,6612.5
vgga,south,2,48.797
vgge,midwest,3,114.345
vggk,northeast,1,13.87003968
vgie,south,2,43.568
vgkk,south,1,7.261
vglx,south,1,10.103
vgnf,south,1,1.779
vgnp,south,2,24.105
vgpb,west,4,6075.0
vgrc,midwest,2,53.55
vgrw,south,1,2.687
vgsh,midwest,3,924.84
vgtc,south,1,16.905
vgvr,northeast,3,296.667
vgwb,midwest,3,715.469
vhbo,south,1,0.242
vhcr,midwest,4,3589.7
vhdl,west,4,3897.5
vhgc,south,1,5.809
vhgm,west,4,3432.5
vhgw,south,3,191.991
vhho,south,1,9.797
vhio,south,1,0.179
vhjw,south,2,29.046
vhku,south,1,13.51268365
vhlh,south,2,27.351
vhmc,south,1,0.94
vhmd,south,1,10.747
vhmf,west,4,6177.3455
vhmy,south,1,4.195
vhqo,south,2,34.613
vhqp,midwest,2,84.280625
vhqy,west,4,5300.0
vhrn,midwest,3,307.562
vhsm,west,4,5185.0
vhtu,south,1,2.614
vhva,northeast,1,4.665517241
vhvh,south,3,123.102
vhvk,midwest,3,731.43
vhzo,south,1,0.254
viae,south,3,220.988
vice,west,4,5960.0
vifc,west,4,3025.25
vihr,south,1,0.112
vihu,south,1,8.641
vijg,south,1,13.891
vikf,south,1,0.363
vikm,northeast,3,120.0
vild,south,1,3.413
vily,south,1,9.682
vima,midwest,1,3.340740741
vimo,northeast,3,288.667
vimp,west,4,6790.0
vinm,midwest,3,481.445
vioh,south,1,12.209
vipp,midwest,1,1.802404303
virf,south,4,1811.136
virm,south,1,9.576
visp,south,1,0.726
visz,west,4,7337.5
vivf,south,3,237.205
viwo,west,2,37.197
vixx,west,4,4252.5
vjct,south,1,1.565
vjcw,west,4,6365.0
vjde,south,1,6.535
vjei,south,1,0.5
vjhs,northeast,1,0.260192308
vjhw,south,2,31.25
vjiy,south,2,21.784
vjjb,west,4,1973.204
vjjg,south,1,11.013
vjjl,south,1,0.601
vjkj,midwest,3,198.45
vjme,south,2,48.813
vjng,midwest,1,0.201115484
vjog,northeast,2,60.7493609
vjoj,south,1,8.299
vjph,northeast,1,10.7
vjrm,south,2,33.402
vjrq,south,3,268.195
vjsj,northeast,1,0.312092082
vjuq,south,3,113.762
vjuu,west,4,1530.32
vjux,south,2,84.151
vjwj,south,2,21.784
vjxh,west,4,2198.75
vjym,midwest,2,48.196
vjzc,south,1,17.536
vkaf,south,2,56.405
vkdk,west,4,1357.7255
vkdn,northeast,1,1.67037037
vkej,west,4,5464.172
vkfn,west,4,6735.0
vkgq,west,4,4990.0
vkjm,south,1,2.582
vkjq,south,2,22.591
vkky,south,2,46.473
vkmp,south,1,0.968
vkoe,south,1,11.183
vkpb,west,4,1715.9405
vkqx,south,1,0.091573604
vkrl,west,4,5297.5
vkrp,south,1,0.363
vkrv,south,2,67.754
vksi,south,2,90.622
vksx,midwest,4,1102.5
vktj,midwest,3,124.895
vkue,south,2,46.473
vkuf,south,1,2.905
vkux,south,1,0.944
vkva,midwest,2,25.75903846
vkwi,west,4,1181.8745
vkwk,south,1,6.573
vkwy,south,2,34.232
vkyl,south,1,7.624
vlas,midwest,2,66.15
vlce,south,1,0.871
vlci,midwest,3,211.743
vlcw,midwest,3,475.176
vlem,south,1,13.361
vlfc,west,4,6775.0
vlhc,midwest,3,112.99
vlhf,west,4,7455.0
vlhg,midwest,1,3.944497143
vlkd,midwest,1,4.985
vllf,midwest,2,33.075
vlmd,midwest,2,23.09385079
vlmn,midwest,1,9.45
vlpj,midwest,2,32.3472
vlpl,south,1,16.459
vlty,south,1,0.106367925
vluh,south,1,5.687
vlxm,midwest,3,752.04
vlxt,south,1,17.155
vlyf,midwest,1,8.568
vman,south,1,6.601
vmbg,northeast,2,24.282
vmbh,south,1,0.145
vmcd,south,1,4.204
vmcy,northeast,1,17.4798
vmdt,south,2,58.091
vmdz,south,2,43.568
vmec,northeast,1,3.159
vmgb,northeast,1,3.159
vmhm,south,1,18.112
vmhx,west,4,4162.5
vmmn,west,4,1559.6285
vmng,west,4,3023.5
vmps,south,3,634.355
vmpv,west,3,882.2765
vmpx,south,1,3.873
vmsu,south,2,47.441
vmtn,west,4,6537.5
vmua,midwest,1,1.118551587
vmvn,south,4,1928.418
vmvp,south,2,38.969
vmxl,south,1,5.862
vnaw,midwest,2,22.736
vnce,west,4,6633.2555
vncs,midwest,1,6.56
vndr,south,1,0.678
vnec,midwest,3,139.063
vnfo,midwest,1,16.377
vngr,south,1,0.145
vngx,midwest,1,1.575
vnhn,midwest,1,0.361378205
vnhs,northeast,2,32.06905738
vnit,midwest,3,176.4
vnjg,midwest,3,902.612
vnji,west,4,5692.127
vnks,south,1,2.905
vnng,south,1,5.809
vnnl,midwest,3,124.425
vnpb,west,4,6200.0
vnqa,south,1,9.585
vntm,midwest,2,22.46946429
vnvr,south,3,124.896
vnwk,midwest,3,236.565
vnzc,midwest,3,100.17
vnzu,northeast,1,5.667
voar,south,1,6.644
voas,west,4,5415.0
voaw,south,4,1584.435
vobw,south,1,1.67
voch,south,1,7.922
vodk,south,1,2.190000057
vodu,south,2,25.233
voea,south,2,33.112
voeo,south,1,0.033
vojc,south,2,36.597
vokh,south,2,52.054
vokm,west,4,7127.5
vomt,west,4,5425.0
voni,south,2,36.791
vooc,south,3,119.45
voos,northeast,1,2.580189125
voph,south,1,6.535
voqm,northeast,2,22.06552734
votc,south,1,4.502
vozd,south,1,19.54
vozr,west,4,4365.0
vpag,midwest,3,263.228
vpcc,south,1,2.687
vpcf,west,4,1794.0965
vpcn,south,2,49.62
vpeg,south,1,4.212
vpgv,south,2,28.319
vphn,midwest,2,53.665
vpii,west,1,7.94985
vpjo,west,4,5722.5
vpkm,west,4,4028.0555
vplc,south,3,103.527
vplr,south,1,0.242
vpmk,midwest,2,26.18049887
vpqb,midwest,1,11.151
vprt,west,4,6532.5
vpse,south,1,12.78
vpss,south,1,0.1025
vptt,south,1,3.256
vpus,south,2,99.811
vpux,west,4,5990.0
vpvx,west,4,2100.2075
vpwz,midwest,1,2.3
vpzy,west,4,5047.5
vqak,west,3,540.5
vqaw,west,4,2044.847
vqaz,west,4,7005.0
vqbx,south,1,0.726
vqcl,south,2,48.585
vqcx,west,4,6506.252
vqdj,northeast,3,185.333
vqef,south,1,0.939
vqgo,south,2,29.046
vqgs,south,1,0.762
vqht,northeast,1,0.6318
vqic,south,1,0.617
vqjz,midwest,2,22.995
vqkj,west,4,1527.706665
vqmc,west,4,6757.5
vqoe,south,2,81.394
vqpl,west,2,77.211
vqpz,northeast,1,0.0
vqso,midwest,3,362.906
vqtu,midwest,3,102.69
vqwq,west,4,4812.5
vqwv,west,4,3598.1975
vqxh,south,1,1.452
vqxs,west,4,5715.0
vqyn,south,2,58.299
vrak,midwest,3,229.786
vrcu,west,4,5187.5
vrdb,midwest,1,1.029680365
vreq,south,2,28.631
vrgv,northeast,2,40.56737013
vrgy,west,4,5948.5
vrhy,northeast,1,0.723650089
vrjc,south,3,392.115
vrjn,midwest,2,48.61087024
vrkd,south,1,1.815
vrke,south,2,91.494
vrly,south,1,14.523
vrpw,south,2,79.294
vrpx,midwest,2,32.28362636
vrqy,south,3,171.711
vrrb,south,1,3.05
vrsj,south,3,901.139
vrtt,northeast,1,1.590736434
vrtu,south,1,11.861
vrtv,south,1,1.452
vrvv,south,3,308.367
vrwd,south,1,0.436
vsat,midwest,2,21.294
vscb,south,3,149.138
vscf,south,1,3.994
vsck,south,3,130.584
vsdd,west,4,1443.613333
vseg,south,3,170.788
vsgg,south,4,1163.275
vshb,west,3,991.25
vshk,south,3,137.966
vsil,south,2,94.882
vsiv,south,3,343.8978815
vsjf,south,1,0.254
vske,south,3,313.209
vslf,midwest,1,7.686
vsmi,south,1,4.992
vsoc,midwest,3,198.946
vspv,south,1,12.909
vsqg,midwest,2,26.04279891
vsqv,south,1,3.994
vsrl,south,1,6.777
vssk,northeast,1,13.733
vsuq,south,1,6.261
vsux,south,2,28.271
vsvx,northeast,1,7.371
vswa,west,4,5740.0
vsxt,midwest,1,13.599
vsyf,south,3,177.904
vsys,south,1,2.723
vszl,south,3,616.734
vtad,west,4,5487.5
vtcy,west,4,1292.5955
vtek,northeast,1,18.54250794
vtgf,midwest,3,257.985
vtgo,south,1,6.314
vtgt,midwest,1,15.75
vthz,west,4,2881.7675
vtic,west,4,1738.736
vtik,midwest,1,0.356461414
vtkh,midwest,2,49.797
vtls,west,3,698.63229
vtng,midwest,2,78.452
vtog,midwest,1,0.0
vtpl,northeast,1,0.0
vtpo,northeast,1,0.332838353
vtqo,midwest,1,1.285332937
vtrb,west,3,751.75
vtro,midwest,3,181.125
vtsp,south,3,235.56
vttv,south,3,182.0
vtup,midwest,2,27.405
vtvl,northeast,1,10.3194
vtvx,south,1,3.921
vtxp,west,4,2087.1815
vuac,west,4,6722.5
vucs,south,2,62.932
vueu,west,4,6792.5
vuhr,northeast,1,0.363142266
vuht,midwest,1,0.11044592
vujd,midwest,3,117.81
vukj,south,2,21.784
vulm,midwest,3,896.379
vulr,west,4,6517.5
vume,west,4,3193.75
vuoj,south,4,2784.017
vuqp,south,2,99.76
vutw,south,1,5.809
vuuk,south,1,2.42
vuvf,west,4,8537.5
vuvn,west,3,797.6075
vuxl,south,2,43.205
vvac,south,3,157.814
vvbl,northeast,1,0.28608209
vvbm,west,1,1.4
vvbs,west,4,4447.75
vvby,south,1,13.942
vvch,midwest,4,1125.81
vvcz,south,1,1.488
vvdg,west,4,5187.5
vvdk,west,4,1755.33
vveb,west,4,7237.5
vvem,south,2,82.296
vvep,west,4,4485.0
vvez,west,4,2702.5
vvfi,south,3,672.587
vvgb,northeast,1,0.208796296
vvgv,west,4,5275.0
vvjf,west,4,3103.2095
vvjr,south,1,13.398
vvkd,midwest,1,17.449
vvkz,south,2,31.932
vvmz,south,3,121.023
vvoh,south,3,109.969
vvru,south,1,5.446
vvtk,south,1,0.363
vvtu,northeast,5,15148.0
vvty,south,1,0.508
vvvl,south,1,6.777
vvvw,west,4,6152.5
vvxd,northeast,3,159.933
vvxm,west,4,4295.0885
vvxx,midwest,1,0.917864137
vvyr,midwest,3,681.345
vvyu,midwest,1,0.395134127
vvyv,west,4,1826.6615
vwbn,west,4,3699.149
vwce,south,1,9.585
vwci,midwest,1,14.805
vwdw,south,2,34.532
vwfh,northeast,3,385.7477215
vwgs,south,1,2.905
vwha,northeast,4,1697.333
vwhm,midwest,3,257.67
vwiv,south,1,0.656
vwkg,west,4,6265.271
vwmq,south,3,502.004
vwns,west,4,4777.5
vwpv,west,3,735.734
vwqx,northeast,2,25.89074074
vwrj,south,1,3.112
vwso,south,1,5.164
vwuw,west,4,1445.651
vwyj,west,4,4902.5
vwyy,northeast,1,6.05754902
vwzw,south,1,0.762
vxal,west,4,3327.5
vxar,south,1,10.251
vxbb,south,1,1.452
vxci,west,4,3500.0
vxcs,south,2,75.133
vxdr,south,2,29.298
vxea,south,3,149.585
vxgq,midwest,1,2.859893509
vxlg,south,3,118.961
vxop,south,2,43.568
vxpw,northeast,3,170.5809309
vxqd,south,1,0.625
vxsl,south,1,1.138
vxta,south,1,17.114
vxtb,west,1,0.425799397
vxvk,west,4,3575.402
vxvn,west,4,6965.0
vxwk,west,3,144.9897
vxxo,west,4,8187.5
vxxw,midwest,3,702.45
vxyq,west,3,604.533333
vxyz,south,1,1.64
vyah,south,1,2.541
vyaq,south,1,0.871
vyde,south,2,21.784
vydh,south,2,35.016
vyec,west,4,5142.5
vyfj,midwest,1,0.294
vyfq,west,4,3240.0
vygq,west,4,1680.946583
vyhg,south,1,1.936
vyhv,midwest,3,416.366
vyhx,west,4,5732.5
vyjh,south,1,0.968
vyjq,south,2,20.747
vykx,south,2,23.236
vyle,west,2,21.82286634
vymb,west,4,4260.0
vyno,midwest,3,365.4
vyon,west,4,3615.0
vyor,midwest,3,354.375
vypn,midwest,3,332.01
vypp,northeast,1,0.488095238
vysp,south,1,7.513
vytg,west,4,4800.0
vytk,south,1,0.455
vytn,south,1,4.875
vyuo,south,3,128.769
vyvh,south,3,930.184
vywm,south,1,2.582
vyxe,south,4,3433.185
vyzz,west,4,6752.5
vzbp,midwest,2,44.415
vzce,south,1,2.033
vzcu,midwest,3,114.567
vzdp,south,1,0.342
vzdx,south,3,737.756
vzfl,south,3,233.091
vzfy,south,1,12.216
vzhg,south,2,72.291
vzkp,midwest,3,817.425
vzks,west,4,3532.5
vzlj,west,4,3790.0
vzlq,south,2,44.052
vzmd,south,1,1.162
vzmv,south,1,8.23
vznu,midwest,1,0.284037508
vzok,west,4,5667.5
vzol,south,1,14.054
vzpj,midwest,2,98.61
vzpk,northeast,1,0.098759124
vzqp,northeast,2,20.0
vzqs,south,1,0.254
vzqx,south,1,1.779
vzrv,south,1,13.731
vzse,northeast,2,37.908
vzsx,west,4,2642.5
vzta,south,3,128.926
vzud,northeast,2,60.933
vzui,south,2,79.512
vzvf,midwest,1,1.599216941
vzyk,south,2,61.375
vzyt,south,1,12.735
vzzo,south,1,7.988
vzzp,west,1,0.718689702
waav,midwest,3,251.781
waes,west,4,5767.5
wain,south,3,126.51
waiv,south,2,68.983
wakj,south,3,247.371
walt,south,1,0.073
waqo,midwest,1,5.478468254
wari,south,2,73.061
waui,midwest,3,212.5356
wavz,west,4,6190.0
wbao,south,3,234.398
wbat,south,1,7.922
wbbu,midwest,3,152.968
wbcf,west,4,1670.3495
wbcy,south,1,1.997
wbdy,south,2,28.247
wbew,south,3,776.806
wbgm,midwest,1,0.62618741
wbgp,south,1,1.245
wbhe,midwest,3,478.06
wbhf,west,4,2657.069
wbhu,northeast,1,0.298407603
wbkw,south,1,0.351
wbll,northeast,3,151.632
wblm,midwest,4,1200.15
wbmb,west,4,7300.0
wbmi,midwest,3,173.719
wbmu,south,2,28.319
wboq,west,4,1543.346
wbtb,west,4,1461.9335
wbtf,west,4,7960.0
wbtj,south,1,4.901
wbus,northeast,3,957.8
wbvn,west,4,4172.5
wbvz,northeast,1,0.02451087
wbxv,midwest,3,267.75
wbyi,south,1,0.472
wbzf,west,4,2247.559995
wcai,midwest,1,0.214954988
wcaz,west,3,787.75
wccb,south,1,0.762
wccr,northeast,5,12672.4
wcep,south,3,145.954
wcfc,west,4,1755.0185
wcfz,west,4,3037.5
wcgb,midwest,1,0.332061938
wcgz,west,4,1358.34
wchw,west,4,4367.5
wcjw,west,3,138.9894549
wcjx,south,2,25.636
wckc,south,1,9.517
wckp,west,4,2041.5905
wclo,south,3,196.058
wcls,west,4,6347.5
wcpd,midwest,1,2.19303187
wcqf,midwest,1,0.350621968
wcqr,south,1,14.246
wcsa,south,3,106.816
wcsl,northeast,1,14.9526
wctp,west,4,5005.0055
wctu,south,1,19.364
wctz,south,1,17.74379237
wcvk,west,4,7525.0
wcvm,northeast,2,66.2826959
wcvw,midwest,1,10.71
wcxi,south,1,10.373
wdab,west,4,1041.845
wdao,northeast,1,3.8
wdbg,south,1,0.145
wdbt,south,1,0.256
wdbx,south,2,20.332
wdcr,south,1,1.13
wdda,northeast,1,1.8954
wddn,south,1,2.259
wdgh,west,4,9237.5
wdig,south,2,34.855
wdii,south,1,0.254
wdix,south,1,0.625
wdjw,northeast,1,0.0
wdkv,south,2,85.563
wdlc,south,2,30.498
wdmy,midwest,2,98.8
wdpc,south,1,2.112
wdsh,west,4,3093.4335
wduc,south,2,21.348
wdwb,south,1,17.064
wdxk,south,2,24.689
wead,midwest,1,8.505
wear,west,4,7145.0
wedt,south,1,12.586
wefc,midwest,1,13.545
wehe,midwest,2,40.005
wehg,west,2,90.645
wein,west,4,4978.9535
wekl,south,1,1.452
wekr,west,4,2761.277
wepf,south,1,7.436
wepw,south,2,35.933
weut,south,2,20.477
wevq,northeast,3,198.267
wevy,northeast,2,77.52824627
wewx,west,4,4765.0
wexl,west,4,5212.5
wexy,south,1,10.229
weyn,west,4,2640.179995
wezc,northeast,1,0.0
wezo,west,4,2484.4745
wfag,west,4,4210.0
wfbf,south,1,2.905
wfbi,west,4,2751.5075
wfch,south,1,0.775
wfcq,west,4,7225.0
wfcx,midwest,1,1.68158524
wffq,south,1,0.29
wfgv,south,2,48.893
wfij,midwest,1,1.207244197
wfkj,south,1,3.631
wflg,south,3,162.659
wfny,south,2,21.966
wfpp,west,4,5417.5
wfqk,south,1,0.581
wfst,northeast,1,7.138620747
wfto,midwest,1,0.037921346
wftq,west,4,1146.053
wftu,west,4,5910.0
wfue,midwest,2,63.88670198
wfuh,south,3,146.68
wfvd,midwest,2,58.321
wfxf,south,2,38.727
wfyv,west,4,2094.5
wgaa,midwest,3,191.539
wgau,northeast,2,57.21076923
wgcb,west,4,6972.5
wgdx,midwest,1,5.462816901
wgeu,south,1,2.905
wgff,midwest,2,50.42078652
wgfo,west,4,5105.0
wgft,south,1,2.759
wgga,south,1,1.452
wggj,south,2,36.244
wghc,west,4,6390.0
wgjr,south,1,11.618
wgjv,south,3,132.221
wgkl,west,4,2731.9685
wgku,northeast,3,175.3592178
wgmb,west,4,5932.5
wgmv,south,2,21.24
wgof,west,4,2648.43333
wgoz,west,4,4427.5
wgpc,south,1,5.288
wgpp,northeast,1,0.0
wgps,west,4,5697.5
wgua,south,1,0.02
wgvc,west,4,7520.0
wgzr,west,4,6552.5
wgzx,south,1,5.478
whai,south,1,7.826
whal,midwest,3,187.341
whan,west,4,1159.459997
whap,west,4,6980.0
whbs,west,4,5985.0
whfs,midwest,3,277.5
whgh,west,4,4428.605
whhu,midwest,1,1.585550978
whiq,west,4,2705.9165
whla,midwest,1,0.282019585
whle,west,3,641.2955
whns,midwest,1,19.905
whpv,west,4,6552.5
whrl,south,1,0.254
whrv,west,4,4007.5
